FIPS,StateName,CntyName,DeerDensityMax,DeerDensityMode
55067,Wisconsin,Langlade County,2,2
55069,Wisconsin,Lincoln County,3,2
55071,Wisconsin,Manitowoc County,3,3
55073,Wisconsin,Marathon County,3,3
55075,Wisconsin,Marinette County,3,3
55077,Wisconsin,Marquette County,4,4
55078,Wisconsin,Menominee County,0,0
55079,Wisconsin,Milwaukee County,1,1
55081,Wisconsin,Monroe County,4,3
55083,Wisconsin,Oconto County,3,3
55085,Wisconsin,Oneida County,4,3
55087,Wisconsin,Outagamie County,3,3
55089,Wisconsin,Ozaukee County,2,2
55091,Wisconsin,Pepin County,2,2
55093,Wisconsin,Pierce County,2,2
55095,Wisconsin,Polk County,3,3
55097,Wisconsin,Portage County,3,3
55099,Wisconsin,Price County,3,2
55101,Wisconsin,Racine County,2,2
55103,Wisconsin,Richland County,3,3
55105,Wisconsin,Rock County,2,2
55107,Wisconsin,Rusk County,3,3
55109,Wisconsin,St. Croix County,2,2
55111,Wisconsin,Sauk County,4,3
55113,Wisconsin,Sawyer County,3,2
55115,Wisconsin,Shawano County,3,3
55117,Wisconsin,Sheboygan County,2,2
55119,Wisconsin,Taylor County,2,2
55121,Wisconsin,Trempealeau County,3,2
55123,Wisconsin,Vernon County,3,3
55125,Wisconsin,Vilas County,4,4
55127,Wisconsin,Walworth County,2,2
55129,Wisconsin,Washburn County,3,3
55131,Wisconsin,Washington County,2,2
55133,Wisconsin,Waukesha County,2,2
55135,Wisconsin,Waupaca County,3,3
55137,Wisconsin,Waushara County,3,3
55139,Wisconsin,Winnebago County,4,3
55141,Wisconsin,Wood County,4,3
56001,Wyoming,Albany County,2,1
56003,Wyoming,Big Horn County,1,1
56005,Wyoming,Campbell County,3,1
56007,Wyoming,Carbon County,1,0
56009,Wyoming,Converse County,2,1
56011,Wyoming,Crook County,2,2
56013,Wyoming,Fremont County,1,1
56015,Wyoming,Goshen County,2,1
56017,Wyoming,Hot Springs County,1,0
56019,Wyoming,Johnson County,2,1
56021,Wyoming,Laramie County,2,1
56023,Wyoming,Lincoln County,1,0
56025,Wyoming,Natrona County,2,1
56027,Wyoming,Niobrara County,1,1
56029,Wyoming,Park County,1,0
56031,Wyoming,Platte County,2,2
56033,Wyoming,Sheridan County,2,1
56035,Wyoming,Sublette County,1,0
56037,Wyoming,Sweetwater County,1,0
56039,Wyoming,Teton County,0,0
56041,Wyoming,Uinta County,1,0
56043,Wyoming,Washakie County,1,1
56045,Wyoming,Weston County,2,1
